Iteration,Rank
0,3
50,3
100,1
150,11
200,7
250,1
300,1
350,4
400,6
450,7
500,11
550,1
600,4
650,1
700,2
750,7
800,1
850,1
900,1
950,1
1000,1
1050,1
1100,9
1150,8
1200,1
1250,1
1300,8
1350,8
1400,7
1450,1
1500,11
1550,1
1600,1
1650,1
1700,11
1750,9
1800,1
1850,11
1900,7
1950,1
2000,1
