Iteration,Rank
0,1
50,11
100,1
150,6
200,1
250,6
300,3
350,6
400,5
450,1
500,10
550,11
600,11
650,9
700,2
750,4
800,11
850,11
900,11
950,1
1000,10
1050,1
1100,3
1150,6
1200,11
1250,2
1300,6
1350,4
1400,7
1450,3
1500,11
1550,1
1600,1
1650,11
1700,1
1750,3
1800,1
1850,2
1900,9
1950,1
2000,1
