Iteration,Rank
0,7
50,11
100,3
150,1
200,1
250,1
300,9
350,1
400,11
450,1
500,1
550,11
600,11
650,11
700,3
750,11
800,1
850,11
900,1
950,10
1000,11
1050,1
1100,11
1150,1
1200,11
1250,1
1300,4
1350,1
1400,6
1450,11
1500,11
1550,11
1600,7
1650,1
1700,11
1750,10
1800,11
1850,11
