Iteration,Rank
0,11
50,11
100,1
150,1
200,7
250,2
300,1
350,11
400,11
450,2
500,11
550,1
600,10
650,1
700,10
750,11
800,1
850,1
900,4
950,11
1000,11
1050,11
1100,11
1150,1
1200,11
1250,11
1300,1
1350,11
1400,11
1450,11
1500,11
1550,1
1600,1
1650,5
1700,1
1750,11
1800,1
1850,11
1900,3
1950,11
2000,11
