Iteration,Rank
0,1
50,11
100,11
150,1
200,7
250,6
300,11
350,1
400,1
450,1
500,1
550,11
600,1
650,1
700,5
750,2
800,3
850,7
900,5
950,1
1000,11
1050,11
1100,1
1150,8
1200,11
1250,11
1300,10
1350,1
1400,6
1450,1
1500,3
1550,1
1600,1
1650,1
1700,11
1750,1
1800,1
1850,1
1900,9
1950,3
2000,10
