Iteration,Rank
0,4
50,1
100,1
150,1
200,1
250,4
300,11
350,9
400,7
450,2
500,1
550,1
600,11
650,1
700,2
750,11
800,2
850,1
900,11
950,7
1000,3
1050,2
1100,4
1150,11
1200,1
1250,10
1300,1
1350,1
1400,11
1450,9
1500,6
1550,1
1600,7
1650,10
1700,11
1750,10
1800,9
1850,8
1900,11
1950,1
2000,1
