Iteration,Rank
0,5
50,11
100,1
150,1
200,1
250,11
300,1
350,1
400,1
450,1
500,1
550,1
600,3
650,1
700,10
750,1
800,1
850,1
900,11
950,1
1000,2
1050,11
1100,1
1150,11
1200,1
1250,3
1300,1
1350,2
1400,1
1450,1
1500,3
1550,1
1600,1
1650,11
1700,11
1750,2
1800,1
1850,2
1900,11
1950,1
2000,11
