Iteration,Rank
0,2
50,11
100,1
150,2
200,5
250,10
300,1
350,7
400,11
450,1
500,1
550,9
600,5
650,11
700,1
750,5
800,1
850,6
900,1
950,7
1000,1
1050,5
1100,1
1150,1
1200,11
1250,10
1300,1
1350,6
1400,1
1450,6
1500,10
1550,4
1600,1
1650,1
1700,1
1750,11
1800,1
1850,6
1900,1
1950,1
2000,1
