Iteration,Rank
0,11
50,11
100,1
150,1
200,1
250,1
300,1
350,7
400,11
450,1
500,1
550,3
600,1
650,1
700,1
750,1
800,3
850,11
900,8
950,11
1000,11
1050,7
1100,11
1150,11
1200,2
1250,1
1300,10
1350,1
1400,1
1450,2
1500,2
1550,1
1600,11
1650,11
1700,8
1750,1
1800,11
1850,6
1900,1
1950,11
2000,1
