Iteration,Rank
0,3
50,5
100,1
150,8
200,10
250,2
300,4
350,11
400,11
450,8
500,1
550,4
600,1
650,11
700,1
750,1
800,7
850,7
900,1
950,11
1000,11
1050,1
1100,1
1150,5
1200,11
1250,1
1300,2
1350,11
1400,1
1450,1
1500,4
1550,1
1600,11
1650,11
1700,10
1750,9
1800,1
1850,11
1900,1
1950,1
2000,1
