Iteration,Rank
0,7
50,7
100,10
150,7
200,1
250,11
300,1
350,1
400,2
450,6
500,1
550,1
600,11
650,1
700,1
750,5
800,1
850,6
900,2
950,1
1000,1
1050,11
1100,1
1150,2
1200,3
1250,1
1300,9
1350,1
1400,1
1450,2
1500,1
1550,8
1600,5
1650,4
1700,1
1750,4
1800,1
1850,1
1900,6
1950,6
2000,1
