Iteration,Rank
0,11
50,1
100,7
150,1
200,1
250,1
300,1
350,11
400,1
450,11
500,1
550,11
600,2
650,11
700,11
750,9
800,5
850,1
900,11
950,11
1000,3
1050,1
1100,2
1150,1
1200,11
1250,1
1300,1
1350,1
1400,1
1450,1
1500,1
1550,1
1600,1
1650,11
1700,1
1750,11
1800,1
1850,1
1900,11
1950,11
