Iteration,Rank
0,7
50,11
100,5
150,11
200,11
250,11
300,8
350,2
400,8
450,11
500,1
550,9
600,10
650,6
700,11
750,8
800,4
850,1
900,1
950,11
1000,8
1050,11
1100,11
1150,1
1200,4
1250,1
1300,4
1350,7
1400,1
1450,1
1500,10
1550,8
1600,1
1650,8
1700,5
1750,1
1800,1
1850,8
1900,1
1950,1
2000,1
