Iteration,Rank
0,9
50,6
100,1
150,6
200,11
250,1
300,1
350,6
400,1
450,1
500,2
550,1
600,1
650,1
700,11
750,10
800,9
850,1
900,11
950,1
1000,3
1050,1
1100,9
1150,1
1200,1
1250,3
1300,1
1350,1
1400,1
1450,1
1500,10
1550,1
1600,1
1650,1
1700,1
1750,1
1800,1
1850,11
1900,1
1950,9
2000,1
