Iteration,Rank
0,10
50,2
100,1
150,10
200,1
250,1
300,1
350,1
400,1
450,1
500,9
550,8
600,1
650,3
700,8
750,1
800,1
850,11
900,1
950,1
1000,1
1050,1
1100,4
1150,4
1200,1
1250,1
1300,1
1350,5
1400,6
1450,2
1500,1
1550,5
1600,1
1650,6
1700,7
1750,11
1800,1
1850,1
1900,11
1950,4
2000,4
