Iteration,Rank
0,8
50,7
100,11
150,7
200,1
250,10
300,8
350,11
400,1
450,8
500,11
550,9
600,10
650,1
700,11
750,1
800,9
850,8
900,2
950,1
1000,6
1050,1
1100,1
1150,1
1200,1
1250,1
1300,8
1350,1
1400,1
1450,11
1500,1
1550,1
1600,1
1650,8
1700,1
1750,1
1800,1
1850,11
1900,2
1950,1
2000,1
