Iteration,Rank
0,5
50,11
100,11
150,11
200,11
250,11
300,5
350,3
400,8
450,7
500,1
550,1
600,1
650,2
700,11
750,1
800,1
850,1
900,1
950,7
1000,8
1050,1
1100,9
1150,1
1200,1
1250,11
1300,3
1350,9
1400,11
1450,1
1500,10
1550,11
1600,1
1650,1
1700,7
1750,2
1800,1
1850,10
1900,1
1950,1
2000,1
