Iteration,Rank
0,3
50,8
100,2
150,2
200,11
250,4
300,2
350,5
400,1
450,11
500,4
550,2
600,1
650,6
700,11
750,8
800,11
850,9
900,1
950,8
1000,1
1050,10
1100,11
1150,1
1200,11
1250,11
1300,11
1350,3
1400,1
1450,11
1500,1
1550,1
1600,11
1650,4
1700,5
1750,1
1800,4
1850,4
1900,8
1950,11
2000,3
