Iteration,Rank
0,11
50,1
100,1
150,1
200,4
250,8
300,10
350,3
400,1
450,8
500,7
550,10
600,1
650,4
700,1
750,4
800,10
850,8
900,1
950,5
1000,1
1050,11
1100,1
1150,11
1200,1
1250,11
1300,11
1350,1
1400,1
1450,1
1500,6
1550,2
1600,9
1650,1
1700,11
1750,1
1800,5
1850,5
1900,1
1950,11
2000,1
