Iteration,Rank
0,10
50,1
100,10
150,1
200,4
250,1
300,1
350,1
400,3
450,10
500,2
550,6
600,11
650,10
700,1
750,5
800,1
850,4
900,11
950,1
1000,11
1050,5
1100,8
1150,2
1200,7
1250,11
1300,2
1350,1
1400,9
1450,7
1500,1
1550,1
1600,4
1650,1
1700,7
1750,7
1800,5
1850,11
1900,1
1950,8
2000,1
