Iteration,Rank
0,1
50,2
100,11
150,11
200,2
250,11
300,7
350,4
400,3
450,1
500,11
550,11
600,11
650,1
700,4
750,5
800,11
850,11
900,11
950,5
1000,1
1050,11
1100,11
1150,11
1200,11
1250,11
1300,2
1350,4
1400,11
1450,1
1500,11
1550,11
1600,11
1650,11
1700,1
1750,11
1800,3
1850,11
1900,11
1950,4
2000,4
