Iteration,Rank
0,9
50,5
100,2
150,2
200,11
250,11
300,1
350,1
400,2
450,1
500,11
550,11
600,2
650,1
700,1
750,1
800,11
850,11
900,8
950,7
1000,6
1050,1
1100,11
1150,11
1200,1
1250,11
1300,1
1350,8
1400,1
1450,1
1500,11
1550,1
1600,11
1650,1
1700,11
1750,1
1800,1
1850,1
1900,11
1950,1
2000,1
