Iteration,Rank
0,1
50,11
100,3
150,11
200,11
250,11
300,11
350,11
400,1
450,11
500,4
550,11
600,1
650,11
700,1
750,11
800,1
850,11
900,11
950,1
1000,11
1050,1
1100,11
1150,11
1200,11
1250,3
1300,1
1350,2
1400,11
1450,11
1500,1
1550,1
1600,1
1650,1
1700,8
1750,11
1800,11
1850,1
1900,11
1950,11
2000,1
