Iteration,Rank
0,9
50,1
100,1
150,7
200,2
250,7
300,1
350,5
400,5
450,2
500,1
550,9
600,1
650,1
700,8
750,11
800,9
850,4
900,8
950,1
1000,11
1050,11
1100,1
1150,1
1200,11
1250,8
1300,1
1350,11
1400,11
1450,11
1500,10
1550,1
1600,1
1650,1
1700,11
1750,1
1800,1
1850,9
1900,4
1950,1
2000,11
