Iteration,Rank
0,4
50,1
100,1
150,1
200,1
250,1
300,1
350,1
400,11
450,9
500,1
550,11
600,6
650,1
700,1
750,5
800,5
850,1
900,1
950,7
1000,11
1050,11
1100,1
1150,1
1200,11
1250,1
1300,11
1350,10
1400,1
1450,1
1500,1
1550,9
1600,1
1650,1
1700,8
1750,1
1800,1
1850,11
1900,11
1950,1
2000,1
